当日耗电煤,日期,20万千瓦数量,20万千瓦开机数量,合计存煤,60万千瓦数量,30万千瓦开机数量,总数,100万千瓦开机数量,开机数量,_id,60万千瓦开机数量,当日进电煤,电厂数量,100万千瓦数量,30万千瓦数量
12.13,2016年8月31日,3,1,290.96,12,24,49,2,38,5a6e85901d41c81f34844344,11,13.97,17,3,31
11.09,2016年8月29日,3,1,287.7,12,23,49,2,36,5a6e85901d41c81f34844345,10,9.03,17,3,31
17.51,2016年8月26日,3,1,294.2,12,25,49,3,39,5a6e85901d41c81f34844346,11,10.81,17,3,31
17.65,2016年8月25日,3,1,309.1,12,29,49,3,44,5a6e85901d41c81f34844347,11,11.51,17,3,31
15.87,2016年8月24日,3,1,307.1,12,31,49,3,46,5a6e85901d41c81f34844348,11,12.04,17,3,31
15.20,2016年8月23日,3,1,310.9,12,29,49,3,44,5a6e85901d41c81f34844349,11,11.23,17,3,31
15.74,2016年8月22日,3,1,314.9,12,26,49,3,41,5a6e85901d41c81f3484434a,11,9.70,17,3,31
15.78,2016年8月19日,3,1,330.4,12,28,49,3,44,5a6e85901d41c81f3484434b,12,13.29,17,3,31
15.78,2016年8月18日,3,1,335.6,12,27,49,3,43,5a6e85901d41c81f3484434c,12,13.29,17,3,31
15.69,2016年8月17日,3,1,338.0,12,27,49,3,43,5a6e85901d41c81f3484434d,12,15.80,17,3,31
14.49,2016年8月16日,3,1,337.9,12,27,49,3,43,5a6e85901d41c81f3484434e,12,16.35,17,3,31
13.71,2016年8月15日,3,1,336.1,12,27,49,3,43,5a6e85901d41c81f3484434f,12,11.90,17,3,31
11.57,2016年8月12日,3,1,340.2,12,20,49,2,33,5a6e85901d41c81f34844350,10,9.71,17,3,31
9.68,2016年8月11日,3,1,342.1,12,20,49,2,33,5a6e85901d41c81f34844351,10,10.88,17,3,31
9.30,2016年8月10日,3,1,340.9,12,18,49,2,30,5a6e85901d41c81f34844352,9,11.11,17,3,31
9.15,2016年8月9日,3,1,339.1,12,18,49,2,30,5a6e85901d41c81f34844353,9,13.02,17,3,31
8.34,2016年8月8日,3,1,335.2,12,18,49,2,30,5a6e85901d41c81f34844354,9,8.69,17,3,31
9.46,2016年8月5日,3,1,333.9,12,20,49,2,30,5a6e85901d41c81f34844355,7,11.30,17,3,31
11.48,2016年8月4日,3,1,332.1,12,21,49,2,31,5a6e85901d41c81f34844356,7,14.82,17,3,31
12.42,2016年8月3日,3,1,328.8,12,21,49,3,33,5a6e85901d41c81f34844357,8,18.22,17,3,31
12.63,2016年8月2日,3,1,322.9,12,23,49,3,36,5a6e85901d41c81f34844358,9,16.01,17,3,31
13.13,2016年8月1日,3,1,317.4,12,25,49,3,39,5a6e85901d41c81f34844359,10,10.75,17,3,31
13.83,2016年7月28日,3,1,328.1,12,24,49,3,39,5a6e85901d41c81f3484435a,11,12.19,17,3,31
12.73,2016年7月27日,3,1,329.8,12,25,49,3,40,5a6e85901d41c81f3484435b,11,10.41,17,3,31
13.04,2016年7月26日,3,1,332.1,12,24,49,3,39,5a6e85901d41c81f3484435c,11,16.86,17,3,31
9.90,2016年7月25日,3,1,328.3,12,21,49,3,35,5a6e85901d41c81f3484435d,10,8.78,17,3,31
7.47,2016年7月19日,3,1,327.9,12,18,49,1,25,5a6e85901d41c81f3484435e,5,9.75,17,3,31
7.90,2016年7月18日,3,1,325.6,12,19,49,1,26,5a6e85901d41c81f3484435f,5,7.03,17,3,31
10.71,2016年7月15日,3,1,331.1,12,16,49,2,23,5a6e85901d41c81f34844360,4,7.89,17,3,31
10.92,2016年7月14日,3,1,333.9,12,18,49,2,27,5a6e85901d41c81f34844361,6,9.03,17,3,31
10.41,2016年7月13日,3,1,335.9,12,20,49,2,29,5a6e85901d41c81f34844362,6,10.13,17,3,31
10.19,2016年7月12日,3,1,336.1,12,19,49,2,30,5a6e85901d41c81f34844363,8,9.34,17,3,31
8.79,2016年7月11日,3,2,336.9,12,17,49,2,29,5a6e85901d41c81f34844364,8,8.94,17,3,31
5.17,2016年7月4日,3,1,325.7,12,15,49,0,18,5a6e85901d41c81f34844365,2,9.10,17,3,31
5.68,2016年7月1日,3,1,316.5,12,15,49,0,17,5a6e85901d41c81f34844366,1,11.46,17,3,31
5.17,2016年6月29日,3,1,308.9,12,16,49,1,20,5a6e85901d41c81f34844367,2,9.31,17,3,31
5.06,2016年6月28日,3,1,304.8,12,16,49,1,20,5a6e85901d41c81f34844368,2,9.45,17,3,31
5.87,2016年6月27日,3,1,300.4,12,19,49,2,27,5a6e85901d41c81f34844369,5,9.52,17,3,31
9.74,2016年6月23日,3,1,296.9,12,21,49,3,29,5a6e85901d41c81f3484436a,4,5.64,17,3,31
8.78,2016年6月22日,3,1,300.9,12,21,49,3,29,5a6e85901d41c81f3484436b,4,6.57,17,3,31
8.18,2016年6月21日,3,1,303.2,12,18,49,3,26,5a6e85901d41c81f3484436c,4,8.09,17,3,31
8.65,2016年6月20日,3,1,303.3,12,18,49,2,25,5a6e85901d41c81f3484436d,4,6.86,17,3,31
8.95,2016年6月17日,3,1,307.8,12,21,49,2,29,5a6e85901d41c81f3484436e,5,7.78,17,3,31
9.85,2016年6月16日,3,1,308.9,12,21,49,2,29,5a6e85901d41c81f3484436f,5,9.74,17,3,31
8.90,2016年6月15日,3,2,308.3,12,21,49,2,30,5a6e85901d41c81f34844370,5,8.69,17,3,31
8.22,2016年6月14日,3,1,308.5,12,19,49,2,26,5a6e85901d41c81f34844371,4,8.72,17,3,31
7.95,2016年6月13日,3,1,308.0,12,15,49,1,21,5a6e85901d41c81f34844372,4,8.88,17,3,31
6.32,2016年6月12日,3,1,307.1,12,14,49,1,20,5a6e85901d41c81f34844373,4,7.47,17,3,31
6.14,2016年6月8日,3,1,303.8,12,16,49,1,21,5a6e85901d41c81f34844374,3,5.91,17,3,31
6.14,2016年6月7日,3,1,303.6,12,17,49,1,22,5a6e85901d41c81f34844375,3,5.91,17,3,31
6.05,2016年6月3日,3,1,302.6,12,13,49,1,20,5a6e85901d41c81f34844376,3,5.71,17,3,31
6.11,2016年6月2日,3,1,302.9,12,13,49,1,20,5a6e85901d41c81f34844377,3,4.79,17,3,31
6.60,2016年6月1日,3,1,303.9,12,13,49,1,19,5a6e85901d41c81f34844378,4,7.26,17,3,31
6.09,2016年5月31日,3,1,303.3,12,15,49,1,18,5a6e85901d41c81f34844379,3,7.55,17,3,31
5.88,2016年5月30日,3,1,301.8,12,13,49,1,19,5a6e85901d41c81f3484437a,4,5.86,17,3,31
5.71,2016年5月23日,3,1,299.45,12,14,49,1,19,5a6e85901d41c81f3484437b,3,5.29,17,3,31
5.76,2016年5月20日,3,1,301.1,12,15,49,1,19,5a6e85901d41c81f3484437c,2,5.62,17,3,31
5.06,2016年5月19日,3,1,301.2,12,14,49,1,18,5a6e85901d41c81f3484437d,2,5.19,17,3,31
5.06,2016年5月18日,3,1,301.2,12,14,49,1,17,5a6e85901d41c81f3484437e,1,5.19,17,3,31
4.59,2016年5月17日,3,1,301.0,12,14,49,1,17,5a6e85901d41c81f3484437f,1,6.74,17,3,31
5.57,2016年5月13日,3,1,301.6,12,13,49,1,18,5a6e85901d41c81f34844380,3,5.30,17,3,31
5.79,2016年5月11日,3,1,301.5,12,12,49,1,19,5a6e85901d41c81f34844381,5,3.77,17,3,31
4.60,2016年5月9日,3,1,302.7,12,12,49,0,17,5a6e85901d41c81f34844382,4,3.38,17,3,31
5.37,2016年5月6日,3,1,306.2,12,13,49,0,17,5a6e85901d41c81f34844383,3,3.51,17,3,31
4.69,2016年5月5日,3,1,308.1,12,14,49,0,18,5a6e85901d41c81f34844384,3,3.86,17,3,31
3.99,2016年5月4日,3,1,308.9,12,14,49,0,18,5a6e85901d41c81f34844385,3,5.13,17,3,31
